"year","id_","age","sex","race","hompop","moredays","hrsrelax","wkageism","wkracism","wksexism","mntlhlth","wealth","wkageism_bin","wkracism_bin","wksexism_bin"
2018,1074,65,"FEMALE","Black",1,0,6,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,1600,55,"FEMALE","White",2,4,4,"YES","NO","YES",6,"$250,000 to $500,000",1,0,1
2018,1978,29,"MALE","White",2,0,1,"NO","NO","NO",1,"$20,000 to $40,000",0,0,0
2018,1078,49,"FEMALE","White",2,3,4,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,269,36,"MALE","Black",2,5,4,"NO","NO","NO",0,"$75,000 to $100,000",0,0,0
2018,404,38,"FEMALE","White",4,0,3,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,954,40,"FEMALE","White",3,0,4,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,2165,47,"FEMALE","White",2,8,2,"NO","NO","YES",2,"Unknown",0,0,1
2018,188,46,"MALE","Other",2,1,1,"NO","NO","NO",0,"$75,000 to $100,000",0,0,0
2018,1060,50,"FEMALE","White",2,3,4,"NO","NO","NO",2,"$40,000 to $75,000",0,0,0
2018,1797,64,"FEMALE","White",2,3,4,"NO","NO","NO",1,"$150,000 to $250,000",0,0,0
2018,2064,54,"FEMALE","White",2,0,8,"NO","NO","NO",0,"$5 million to $10 million",0,0,0
2018,918,56,"MALE","White",2,0,4,"NO","NO","YES",2,"$150,000 to $250,000",0,0,1
2018,2345,75,"FEMALE","White",2,1,5,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,1588,36,"FEMALE","Black",1,0,4,"NO","NO","NO",0,"Unknown",0,0,0
2018,1448,29,"MALE","White",3,0,4,"NO","NO","NO",10,"$40,000 to $75,000",0,0,0
2018,1115,41,"MALE","White",3,0,20,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,1239,36,"MALE","Other",1,4,2,"NO","NO","NO",0,"$250,000 to $500,000",0,0,0
2018,1652,26,"FEMALE","White",4,5,2,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,736,43,"MALE","White",4,1,2,"NO","YES","NO",1,"$150,000 to $250,000",0,1,0
2018,1886,60,"FEMALE","White",2,2,4,"YES","NO","NO",4,"$250,000 to $500,000",1,0,0
2018,1352,49,"FEMALE","White",2,20,3,"NO","NO","NO",2,"$150,000 to $250,000",0,0,0
2018,2027,44,"MALE","White",1,2,4,"NO","NO","YES",1,"$100,000 to $150,000",0,0,1
2018,1156,41,"FEMALE","Other",2,0,4,"NO","NO","NO",30,"Unknown",0,0,0
2018,582,25,"MALE","White",2,0,10,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,2075,53,"FEMALE","White",2,5,0,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,643,57,"MALE","White",2,1,3,"NO","NO","NO",0,"$1 million to $2 million",0,0,0
2018,38,34,"MALE","White",1,30,5,"NO","YES","NO",0,"Less than $5,000",0,1,0
2018,1568,38,"MALE","White",3,4,2,"NO","NO","NO",0,"$40,000 to $75,000",0,0,0
2018,1707,64,"MALE","White",1,0,2,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,2173,29,"MALE","White",4,1,4,"NO","NO","NO",15,"$500,000 to $1 million",0,0,0
2018,277,45,"MALE","White",4,10,1,"NO","NO","NO",0,"$4 million to $5 million",0,0,0
2018,2056,36,"MALE","White",1,20,6,"NO","YES","YES",2,"$5,000 to $20,000",0,1,1
2018,696,33,"MALE","Other",2,30,4,"NO","NO","NO",20,"$5,000 to $20,000",0,0,0
2018,828,64,"MALE","White",2,3,1,"NO","NO","NO",0,"$1 million to $2 million",0,0,0
2018,107,23,"MALE","White",4,30,6,"NO","NO","NO",0,"$40,000 to $75,000",0,0,0
2018,129,38,"MALE","White",3,2,1,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,896,56,"MALE","Black",1,0,10,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,1651,43,"FEMALE","White",1,2,6,"NO","NO","NO",10,"$20,000 to $40,000",0,0,0
2018,775,51,"FEMALE","White",2,0,2,"NO","NO","NO",5,"$100,000 to $150,000",0,0,0
2018,2190,56,"FEMALE","White",2,4,2,"YES","NO","NO",2,"$150,000 to $250,000",1,0,0
2018,1254,53,"FEMALE","White",3,0,4,"NO","NO","NO",2,"$250,000 to $500,000",0,0,0
2018,781,35,"FEMALE","White",3,0,1,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,1294,61,"MALE","White",1,0,10,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,2270,46,"MALE","Black",1,4,5,"NO","NO","NO",0,"$250,000 to $500,000",0,0,0
2018,1325,26,"FEMALE","White",2,2,4,"NO","NO","NO",3,"$5,000 to $20,000",0,0,0
2018,496,35,"FEMALE","Black",3,30,6,"NO","NO","NO",15,"$5,000 to $20,000",0,0,0
2018,503,30,"FEMALE","White",3,15,3,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,1426,21,"FEMALE","White",7,7,5,"NO","NO","NO",4,"$5,000 to $20,000",0,0,0
2018,995,34,"FEMALE","White",1,1,5,"NO","NO","NO",4,"$5,000 to $20,000",0,0,0
2018,1038,54,"MALE","White",1,0,3,"NO","NO","NO",2,"$150,000 to $250,000",0,0,0
2018,2217,51,"MALE","White",3,2,2,"NO","NO","NO",10,"$250,000 to $500,000",0,0,0
2018,2322,53,"MALE","White",2,1,2,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,2062,56,"FEMALE","White",3,4,4,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,1765,64,"MALE","White",2,3,4,"NO","NO","NO",0,"$250,000 to $500,000",0,0,0
2018,134,69,"MALE","White",2,1,3,"NO","NO","NO",3,"$1 million to $2 million",0,0,0
2018,1438,29,"FEMALE","Black",4,0,2,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,2236,70,"MALE","White",1,0,8,"NO","NO","NO",0,"$250,000 to $500,000",0,0,0
2018,1900,54,"MALE","Black",1,2,7,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,125,69,"MALE","White",1,5,5,"NO","NO","NO",0,"$40,000 to $75,000",0,0,0
2018,1760,54,"MALE","White",4,20,4,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,1569,44,"FEMALE","White",1,2,1,"NO","NO","NO",15,"$40,000 to $75,000",0,0,0
2018,2207,33,"FEMALE","White",3,20,2,"YES","NO","YES",0,"$40,000 to $75,000",1,0,1
2018,543,47,"MALE","Black",1,15,2,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,184,34,"MALE","White",1,4,4,"NO","NO","NO",2,"$75,000 to $100,000",0,0,0
2018,1414,60,"FEMALE","White",1,20,4,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,999,23,"FEMALE","White",2,7,5,"YES","NO","NO",30,"$5,000 to $20,000",1,0,0
2018,1106,75,"FEMALE","Black",2,0,8,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,2331,50,"MALE","White",4,10,2,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,660,51,"MALE","Black",2,0,8,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,1654,42,"FEMALE","White",4,0,5,"NO","NO","NO",30,"$100,000 to $150,000",0,0,0
2018,653,29,"FEMALE","Black",2,3,4,"NO","NO","NO",2,"Unknown",0,0,0
2018,2286,48,"FEMALE","White",2,2,1,"NO","NO","NO",8,"$100,000 to $150,000",0,0,0
2018,1223,57,"MALE","White",2,2,6,"NO","NO","NO",2,"$100,000 to $150,000",0,0,0
2018,2155,32,"FEMALE","Black",2,0,3,"NO","NO","NO",10,"$75,000 to $100,000",0,0,0
2018,170,36,"MALE","White",2,3,1,"NO","NO","NO",0,"$40,000 to $75,000",0,0,0
2018,16,75,"FEMALE","White",2,0,5,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,1021,46,"FEMALE","Black",3,15,3,"NO","NO","YES",15,"$40,000 to $75,000",0,0,1
2018,1905,45,"FEMALE","Other",5,0,3,"NO","NO","NO",5,"$5,000 to $20,000",0,0,0
2018,668,30,"FEMALE","Black",4,4,6,"YES","NO","YES",7,"$500,000 to $1 million",1,0,1
2018,752,47,"MALE","White",2,0,3,"NO","NO","NO",1,"$150,000 to $250,000",0,0,0
2018,2245,55,"FEMALE","White",1,20,4,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,52,42,"FEMALE","White",4,1,2,"NO","NO","NO",1,"$5,000 to $20,000",0,0,0
2018,150,59,"FEMALE","White",2,18,5,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,24,37,"MALE","White",2,26,1,"YES","NO","NO",5,"$150,000 to $250,000",1,0,0
2018,289,46,"FEMALE","White",1,1,8,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,2327,39,"MALE","White",2,20,1,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,854,53,"FEMALE","Other",4,0,1,"YES","NO","NO",0,"Unknown",1,0,0
2018,1538,32,"FEMALE","Black",3,4,3,"NO","NO","NO",2,"Less than $5,000",0,0,0
2018,340,56,"FEMALE","White",1,5,3,"NO","NO","NO",0,"$1 million to $2 million",0,0,0
2018,2280,30,"FEMALE","White",2,0,1,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,2185,36,"FEMALE","White",2,3,0,"NO","NO","NO",0,"$40,000 to $75,000",0,0,0
2018,641,53,"MALE","White",3,12,5,"YES","NO","NO",0,"$500,000 to $1 million",1,0,0
2018,530,56,"FEMALE","White",2,1,3,"NO","NO","NO",3,"$250,000 to $500,000",0,0,0
2018,439,55,"FEMALE","White",2,24,3,"NO","NO","YES",0,"$5 million to $10 million",0,0,1
2018,802,19,"FEMALE","White",6,0,6,"NO","NO","NO",7,"$75,000 to $100,000",0,0,0
2018,1692,78,"MALE","White",3,0,3,"NO","NO","NO",0,"Unknown",0,0,0
2018,14,44,"MALE","Black",3,0,24,"NO","NO","NO",0,"$75,000 to $100,000",0,0,0
2018,1898,54,"FEMALE","White",3,0,5,"NO","NO","NO",0,"$40,000 to $75,000",0,0,0
2018,667,34,"MALE","White",1,1,3,"NO","NO","NO",0,"$250,000 to $500,000",0,0,0
2018,172,65,"MALE","Other",2,0,1,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,11,59,"MALE","White",2,2,0,"NO","NO","NO",0,"$250,000 to $500,000",0,0,0
2018,1022,35,"FEMALE","White",2,2,2,"NO","NO","NO",2,"$20,000 to $40,000",0,0,0
2018,441,31,"MALE","Other",2,0,2,"NO","YES","NO",2,"$5,000 to $20,000",0,1,0
2018,884,47,"MALE","White",5,4,3,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,2129,36,"FEMALE","White",7,4,4,"NO","YES","NO",0,"$5,000 to $20,000",0,1,0
2018,480,31,"MALE","White",3,2,4,"NO","NO","NO",15,"$5,000 to $20,000",0,0,0
2018,2004,55,"FEMALE","White",3,0,4,"NO","NO","NO",3,"$250,000 to $500,000",0,0,0
2018,1127,21,"FEMALE","White",2,2,5,"NO","NO","NO",10,"Less than $5,000",0,0,0
2018,1086,46,"FEMALE","White",1,25,2,"NO","NO","NO",5,"$250,000 to $500,000",0,0,0
2018,1655,42,"MALE","White",6,24,2,"NO","NO","NO",0,"$250,000 to $500,000",0,0,0
2018,742,46,"MALE","Black",1,4,3,"NO","YES","YES",1,"$150,000 to $250,000",0,1,1
2018,1420,45,"FEMALE","Black",4,0,1,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,1016,61,"MALE","White",2,24,2,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,2080,26,"MALE","Black",4,2,5,"NO","NO","NO",1,"$40,000 to $75,000",0,0,0
2018,1475,37,"FEMALE","White",3,3,5,"NO","NO","YES",4,"$5,000 to $20,000",0,0,1
2018,1729,52,"MALE","White",1,4,3,"NO","NO","NO",0,"$75,000 to $100,000",0,0,0
2018,2319,52,"FEMALE","White",1,0,3,"NO","NO","NO",30,"Less than $5,000",0,0,0
2018,1299,22,"MALE","Black",3,0,0,"NO","NO","NO",3,"$5,000 to $20,000",0,0,0
2018,2344,37,"FEMALE","White",3,4,4,"NO","NO","NO",0,"Unknown",0,0,0
2018,472,37,"FEMALE","Other",5,0,5,"NO","NO","NO",3,"$20,000 to $40,000",0,0,0
2018,413,57,"MALE","White",2,4,2,"NO","NO","NO",0,"Unknown",0,0,0
2018,2226,29,"MALE","White",1,7,4,"NO","NO","NO",2,"$40,000 to $75,000",0,0,0
2018,1103,57,"MALE","White",1,2,2,"NO","NO","NO",15,"Unknown",0,0,0
2018,62,42,"FEMALE","Black",3,0,3,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,2160,39,"FEMALE","White",1,4,1,"NO","NO","NO",5,"Less than $5,000",0,0,0
2018,934,61,"FEMALE","White",2,10,6,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,30,20,"MALE","White",4,3,6,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,634,27,"FEMALE","Black",2,6,2,"YES","NO","NO",0,"$75,000 to $100,000",1,0,0
2018,900,44,"MALE","White",2,24,3,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,85,70,"MALE","White",2,0,4,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,756,19,"MALE","White",3,7,2,"NO","NO","NO",1,"$5,000 to $20,000",0,0,0
2018,654,28,"MALE","Black",1,0,6,"YES","NO","NO",3,"$20,000 to $40,000",1,0,0
2018,1091,61,"MALE","White",3,0,2,"NO","NO","NO",0,"$250,000 to $500,000",0,0,0
2018,524,45,"MALE","White",1,0,3,"NO","NO","NO",3,"Less than $5,000",0,0,0
2018,305,69,"MALE","White",2,0,5,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,63,41,"FEMALE","Black",1,0,2,"NO","NO","NO",0,"$40,000 to $75,000",0,0,0
2018,536,33,"FEMALE","White",4,0,3,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,1742,39,"FEMALE","White",2,5,2,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,1403,57,"FEMALE","White",2,0,2,"NO","NO","NO",3,"$1 million to $2 million",0,0,0
2018,194,36,"FEMALE","Other",3,2,1,"NO","NO","NO",10,"$5,000 to $20,000",0,0,0
2018,2055,18,"MALE","White",2,3,3,"YES","NO","NO",3,"Less than $5,000",1,0,0
2018,729,59,"MALE","Black",1,30,12,"NO","NO","NO",0,"Above $10 million",0,0,0
2018,320,51,"MALE","Black",2,30,4,"NO","YES","NO",0,"$250,000 to $500,000",0,1,0
2018,809,45,"FEMALE","Other",1,0,8,"YES","YES","YES",4,"$20,000 to $40,000",1,1,1
2018,986,50,"FEMALE","White",1,8,2,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,2249,48,"FEMALE","White",4,4,2,"NO","NO","NO",10,"$100,000 to $150,000",0,0,0
2018,1790,60,"FEMALE","White",2,0,5,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,1160,64,"MALE","Other",2,22,5,"NO","NO","NO",0,"$250,000 to $500,000",0,0,0
2018,1099,60,"FEMALE","Black",1,0,2,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,130,39,"FEMALE","White",3,1,5,"NO","NO","YES",2,"$20,000 to $40,000",0,0,1
2018,92,77,"FEMALE","White",1,2,6,"NO","NO","NO",3,"$20,000 to $40,000",0,0,0
2018,222,46,"FEMALE","White",4,4,2,"NO","NO","NO",5,"$250,000 to $500,000",0,0,0
2018,699,40,"FEMALE","White",4,4,1,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,1238,30,"MALE","White",2,12,3,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,9,62,"FEMALE","White",1,0,0,"NO","NO","NO",10,"Less than $5,000",0,0,0
2018,209,50,"MALE","White",2,2,2,"NO","NO","NO",20,"$500,000 to $1 million",0,0,0
2018,1460,55,"FEMALE","Black",3,12,1,"NO","NO","YES",3,"$75,000 to $100,000",0,0,1
2018,1089,53,"MALE","White",5,4,4,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,1314,36,"FEMALE","Black",4,2,0,"NO","NO","NO",10,"$40,000 to $75,000",0,0,0
2018,86,28,"MALE","Black",2,13,8,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,1217,50,"FEMALE","White",2,2,2,"YES","YES","NO",0,"$500,000 to $1 million",1,1,0
2018,776,27,"FEMALE","White",3,1,1,"NO","NO","NO",5,"$5,000 to $20,000",0,0,0
2018,408,43,"FEMALE","Other",5,0,2,"NO","NO","NO",0,"Unknown",0,0,0
2018,570,43,"FEMALE","Other",2,2,4,"NO","NO","NO",0,"Unknown",0,0,0
2018,309,45,"FEMALE","White",1,15,2,"NO","NO","NO",30,"Less than $5,000",0,0,0
2018,2316,75,"MALE","White",2,0,4,"NO","NO","NO",0,"Unknown",0,0,0
2018,2088,36,"MALE","Other",4,28,2,"NO","NO","NO",4,"$250,000 to $500,000",0,0,0
2018,510,33,"FEMALE","Black",4,0,2,"NO","NO","NO",1,"$500,000 to $1 million",0,0,0
2018,242,26,"MALE","White",4,3,5,"NO","NO","NO",3,"$5,000 to $20,000",0,0,0
2018,1485,56,"FEMALE","White",1,1,6,"NO","NO","NO",0,"$3 million to $4 million",0,0,0
2018,306,34,"MALE","Other",2,15,3,"NO","NO","NO",0,"Unknown",0,0,0
2018,1019,30,"MALE","Other",4,0,1,"NO","NO","NO",0,"$40,000 to $75,000",0,0,0
2018,307,25,"MALE","White",4,10,6,"NO","NO","NO",0,"Unknown",0,0,0
2018,735,20,"FEMALE","White",4,7,4,"NO","NO","NO",1,"$5,000 to $20,000",0,0,0
2018,191,53,"MALE","Other",2,20,6,"NO","NO","NO",1,"$500,000 to $1 million",0,0,0
2018,2008,46,"FEMALE","White",1,5,1,"NO","NO","NO",3,"$250,000 to $500,000",0,0,0
2018,2007,29,"FEMALE","Other",5,0,4,"NO","NO","NO",22,"Less than $5,000",0,0,0
2018,1658,65,"MALE","White",1,12,3,"NO","NO","NO",0,"$1 million to $2 million",0,0,0
2018,98,45,"MALE","Black",1,20,2,"NO","NO","NO",0,"$1 million to $2 million",0,0,0
2018,1346,23,"MALE","White",4,3,3,"YES","NO","NO",0,"$20,000 to $40,000",1,0,0
2018,1499,57,"FEMALE","Black",2,20,6,"NO","NO","NO",0,"$40,000 to $75,000",0,0,0
2018,103,50,"MALE","Other",2,0,4,"NO","NO","NO",0,"$1 million to $2 million",0,0,0
2018,2187,47,"FEMALE","White",1,8,2,"NO","NO","NO",2,"$150,000 to $250,000",0,0,0
2018,1782,31,"FEMALE","White",2,0,0,"NO","NO","NO",30,"Less than $5,000",0,0,0
2018,1870,59,"FEMALE","Other",1,0,1,"YES","YES","YES",2,"$75,000 to $100,000",1,1,1
2018,1794,29,"MALE","White",4,0,1,"YES","NO","NO",10,"$5,000 to $20,000",1,0,0
2018,873,52,"FEMALE","White",4,3,2,"NO","NO","NO",3,"$1 million to $2 million",0,0,0
2018,1832,49,"FEMALE","Black",3,4,5,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,1547,22,"FEMALE","White",4,2,5,"NO","NO","NO",30,"$5,000 to $20,000",0,0,0
2018,987,25,"MALE","White",2,20,6,"NO","NO","NO",20,"$100,000 to $150,000",0,0,0
2018,1054,22,"MALE","White",2,15,6,"NO","NO","NO",18,"$20,000 to $40,000",0,0,0
2018,1578,51,"FEMALE","Black",2,0,0,"NO","NO","NO",2,"$40,000 to $75,000",0,0,0
2018,2013,25,"MALE","White",2,1,3,"YES","NO","NO",7,"Less than $5,000",1,0,0
2018,1958,51,"MALE","White",2,4,2,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,1249,33,"FEMALE","White",4,0,3,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,339,40,"FEMALE","White",2,17,0,"NO","NO","NO",2,"$2 million to $3 million",0,0,0
2018,1241,36,"MALE","White",4,20,3,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,420,49,"FEMALE","White",1,5,5,"NO","NO","NO",10,"$75,000 to $100,000",0,0,0
2018,728,25,"MALE","Black",4,0,4,"NO","YES","NO",0,"Less than $5,000",0,1,0
2018,1570,37,"MALE","Black",1,20,2,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,1119,30,"FEMALE","Black",2,4,10,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,426,74,"FEMALE","White",2,0,10,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,924,44,"FEMALE","White",2,20,2,"NO","YES","YES",0,"Unknown",0,1,1
2018,1052,45,"FEMALE","White",1,4,4,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,890,68,"FEMALE","White",1,0,6,"YES","NO","NO",10,"$40,000 to $75,000",1,0,0
